quality,severity,rule,module,file,line,effort,message,status
MAINTAINABILITY,HIGH,java:S1192,pos-customer,pos-customer/src/main/java/com/positivity/customer/internal/service/PeopleContactEventsListener.java,72,4min,Use already-defined constant 'OWNER' instead of duplicating its value here.,fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-customer,pos-customer/src/main/java/com/positivity/customer/internal/service/PeopleContactEventsListener.java,129,10min,"Define a constant instead of duplicating this literal ""payload"" 4 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-customer,pos-customer/src/main/java/com/positivity/customer/internal/service/PeopleContactEventsListener.java,130,8min,"Define a constant instead of duplicating this literal ""aggregateVersion"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-customer,pos-customer/src/main/java/com/positivity/customer/internal/service/VehicleEventsListener.java,89,4min,Use already-defined constant 'OWNER' instead of duplicating its value here.,fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-customer,pos-customer/src/main/java/com/positivity/customer/internal/service/WorkorderEventsListener.java,82,4min,Use already-defined constant 'OWNER' instead of duplicating its value here.,fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-customer,pos-customer/src/main/java/com/positivity/customer/internal/service/WorkorderEventsListener.java,83,4min,Use already-defined constant 'SYSTEM_ACTOR' instead of duplicating its value here.,fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-event-receiver,pos-event-receiver/src/main/java/com/positivity/poseventreceiver/internal/service/EventTypeServiceImpl.java,52,12min,"Define a constant instead of duplicating this literal ""typeCode"" 5 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-events,pos-events/src/main/java/com/positivity/events/outbox/OutboxHealthContributor.java,151,8min,"Define a constant instead of duplicating this literal ""drainState"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-inventory,pos-inventory/src/main/java/com/positivity/inventory/internal/config/InventoryCommandListener.java,218,8min,"Define a constant instead of duplicating this literal ""pickListId"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-inventory,pos-inventory/src/main/java/com/positivity/inventory/internal/exception/PurchaseSuggestionConversionException.java,27,8min,"Define a constant instead of duplicating this literal ""Suggestion "" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-inventory,pos-inventory/src/main/java/com/positivity/inventory/internal/security/InventoryPermissionRegistry.java,247,22min,"Define a constant instead of duplicating this literal ""MEDIUM"" 10 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-inventory,pos-inventory/src/main/java/com/positivity/inventory/internal/security/InventoryPermissionRegistry.java,248,8min,"Define a constant instead of duplicating this literal ""Issue #37"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-inventory,pos-inventory/src/main/java/com/positivity/inventory/internal/security/InventoryPermissionRegistry.java,292,8min,"Define a constant instead of duplicating this literal ""Clarification #229"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-inventory,pos-inventory/src/main/java/com/positivity/inventory/internal/security/InventoryPermissionRegistry.java,313,8min,"Define a constant instead of duplicating this literal ""Issue #1035"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-inventory,pos-inventory/src/main/java/com/positivity/inventory/internal/service/AsnServiceImpl.java,144,8min,"Define a constant instead of duplicating this literal ""eventType"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-inventory,pos-inventory/src/main/java/com/positivity/inventory/internal/service/AsnServiceImpl.java,146,8min,"Define a constant instead of duplicating this literal ""asnId"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-inventory,pos-inventory/src/main/java/com/positivity/inventory/internal/service/AsnServiceImpl.java,152,8min,"Define a constant instead of duplicating this literal ""occurredAt"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-inventory,pos-inventory/src/main/java/com/positivity/inventory/internal/service/CatalogEventsListener.java,94,4min,Use already-defined constant 'OWNER' instead of duplicating its value here.,fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-inventory,pos-inventory/src/main/java/com/positivity/inventory/internal/service/InventoryAvailabilityServiceImpl.java,147,8min,"Define a constant instead of duplicating this literal ""onHandQuantity"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-inventory,pos-inventory/src/main/java/com/positivity/inventory/internal/service/InventoryLeadTimeServiceImpl.java,119,8min,"Define a constant instead of duplicating this literal "" business days"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-inventory,pos-inventory/src/main/java/com/positivity/inventory/internal/service/InventoryLotServiceImpl.java,63,8min,"Define a constant instead of duplicating this literal ""InventoryLot"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-inventory,pos-inventory/src/main/java/com/positivity/inventory/internal/service/LocationEventsListener.java,83,4min,Use already-defined constant 'OWNER' instead of duplicating its value here.,fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-inventory,pos-inventory/src/main/java/com/positivity/inventory/internal/service/LocationEventsListener.java,137,8min,"Define a constant instead of duplicating this literal ""payload"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-inventory,pos-inventory/src/main/java/com/positivity/inventory/internal/service/LocationInventoryRollupServiceImpl.java,41,4min,Use already-defined constant 'DEFAULT_PARENT_TYPE' instead of duplicating its value here.,fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-inventory,pos-inventory/src/main/java/com/positivity/inventory/internal/service/ReplenishmentServiceImpl.java,210,16min,"Define a constant instead of duplicating this literal ""NO_ACTION"" 7 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-inventory,pos-inventory/src/main/java/com/positivity/inventory/internal/service/RevaluationServiceImpl.java,125,8min,"Define a constant instead of duplicating this literal ""Revaluation"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-inventory,pos-inventory/src/main/java/com/positivity/inventory/internal/service/ScrapServiceImpl.java,236,8min,"Define a constant instead of duplicating this literal ""createdAt"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-inventory,pos-inventory/src/main/java/com/positivity/inventory/internal/service/TransferOrderServiceImpl.java,145,10min,"Define a constant instead of duplicating this literal ""source"" 4 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-inventory,pos-inventory/src/main/java/com/positivity/inventory/internal/service/TransferOrderServiceImpl.java,146,10min,"Define a constant instead of duplicating this literal ""destination"" 4 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-inventory,pos-inventory/src/main/java/com/positivity/inventory/internal/service/WarrantyEventsListener.java,64,4min,Use already-defined constant 'OWNER' instead of duplicating its value here.,fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-inventory,pos-inventory/src/main/java/com/positivity/inventory/internal/service/WorkorderEventsListener.java,70,4min,Use already-defined constant 'OWNER' instead of duplicating its value here.,fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-invoice,pos-invoice/src/main/java/com/positivity/invoice/internal/service/CustomerEventsListener.java,61,4min,Use already-defined constant 'OWNER' instead of duplicating its value here.,fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-invoice,pos-invoice/src/main/java/com/positivity/invoice/internal/service/InvoiceServiceImpl.java,166,10min,"Define a constant instead of duplicating this literal ""invoiceId is required"" 4 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-invoice,pos-invoice/src/main/java/com/positivity/invoice/internal/service/LocationEventsListener.java,67,4min,Use already-defined constant 'OWNER' instead of duplicating its value here.,fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-invoice,pos-invoice/src/main/java/com/positivity/invoice/internal/service/PeopleEventsListener.java,59,4min,Use already-defined constant 'OWNER' instead of duplicating its value here.,fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-invoice,pos-invoice/src/main/java/com/positivity/invoice/internal/service/WorkorderEventsListener.java,63,4min,Use already-defined constant 'OWNER' instead of duplicating its value here.,fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-location,pos-location/src/main/java/com/positivity/location/internal/service/InventoryEventsListener.java,64,4min,Use already-defined constant 'OWNER' instead of duplicating its value here.,fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-location,pos-location/src/main/java/com/positivity/location/internal/service/PeopleContactEventsListener.java,63,4min,Use already-defined constant 'OWNER' instead of duplicating its value here.,fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-location,pos-location/src/main/java/com/positivity/location/internal/service/TravelBufferPolicyServiceImpl.java,95,10min,"Define a constant instead of duplicating this literal ""bufferType"" 4 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-location,pos-location/src/main/java/com/positivity/location/internal/service/TravelBufferPolicyServiceImpl.java,98,8min,"Define a constant instead of duplicating this literal ""bufferValue"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-location,pos-location/src/main/java/com/positivity/location/internal/service/TravelBufferPolicyServiceImpl.java,101,8min,"Define a constant instead of duplicating this literal ""notes"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-marketing,pos-marketing/src/main/java/com/positivity/marketing/internal/service/CampaignReferenceValidator.java,64,12min,"Define a constant instead of duplicating this literal ""promotion offer "" 5 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-mcp-server,pos-mcp-server/src/main/java/com/positivity/mcp/internal/discovery/OpenApiDocumentFetcher.java,167,8min,"Define a constant instead of duplicating this literal ""aggregate"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-mcp-server,pos-mcp-server/src/main/java/com/positivity/mcp/internal/discovery/OpenApiToolMapper.java,191,8min,"Define a constant instead of duplicating this literal ""string"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-mcp-server,pos-mcp-server/src/main/java/com/positivity/mcp/internal/repository/ToolMetadataRepositoryImpl.java,58,10min,"Define a constant instead of duplicating this literal ""varchar"" 4 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-mcp-server,pos-mcp-server/src/main/java/com/positivity/mcp/internal/service/NltiWritePlanService.java,345,8min,"Define a constant instead of duplicating this literal ""tool="" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-mcp-server,pos-mcp-server/src/main/java/com/positivity/mcp/internal/service/OpenApiToolProvider.java,63,10min,"Define a constant instead of duplicating this literal ""properties"" 4 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-mcp-server,pos-mcp-server/src/main/java/com/positivity/mcp/internal/service/OpenApiToolProvider.java,65,8min,"Define a constant instead of duplicating this literal ""string"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-mcp-server,pos-mcp-server/src/main/java/com/positivity/mcp/internal/service/OpenApiToolProvider.java,68,8min,"Define a constant instead of duplicating this literal ""required"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-mcp-server,pos-mcp-server/src/main/java/com/positivity/mcp/internal/service/OpenApiToolProvider.java,92,10min,"Define a constant instead of duplicating this literal ""Query-string parameters."" 4 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-order,pos-order/src/main/java/com/positivity/order/internal/client/RestInvoicingPortAdapter.java,37,8min,"Define a constant instead of duplicating this literal ""X-User"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-order,pos-order/src/main/java/com/positivity/order/internal/client/RestInvoicingPortAdapter.java,37,8min,"Define a constant instead of duplicating this literal ""pos-order"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-order,pos-order/src/main/java/com/positivity/order/internal/client/RestInvoicingPortAdapter.java,38,8min,"Define a constant instead of duplicating this literal ""X-Authorities"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-order,pos-order/src/main/java/com/positivity/order/internal/config/InventoryReplicaHealthIndicator.java,117,8min,"Define a constant instead of duplicating this literal ""replicaState"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-order,pos-order/src/main/java/com/positivity/order/internal/config/OrderDomainEventPublisher.java,196,8min,"Define a constant instead of duplicating this literal ""order"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-order,pos-order/src/main/java/com/positivity/order/internal/config/OrderDomainEventPublisher.java,204,8min,"Define a constant instead of duplicating this literal ""system"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-order,pos-order/src/main/java/com/positivity/order/internal/service/CustomerEventsListener.java,98,8min,"Define a constant instead of duplicating this literal ""payload"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-order,pos-order/src/main/java/com/positivity/order/internal/service/CustomerEventsListener.java,99,8min,"Define a constant instead of duplicating this literal ""partyId"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-order,pos-order/src/main/java/com/positivity/order/internal/service/CustomerEventsListener.java,137,8min,"Define a constant instead of duplicating this literal ""creditLimit"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-order,pos-order/src/main/java/com/positivity/order/internal/service/InventoryEventsListener.java,167,8min,"Define a constant instead of duplicating this literal ""payload"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-order,pos-order/src/main/java/com/positivity/order/internal/service/OrderCancellationServiceImpl.java,77,8min,"Define a constant instead of duplicating this literal ""system"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-order,pos-order/src/main/java/com/positivity/order/internal/service/PaymentEventsListener.java,134,10min,"Define a constant instead of duplicating this literal ""OTHER"" 4 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-order,pos-order/src/main/java/com/positivity/order/internal/service/ReplicaSourceDocumentAdapter.java,83,8min,"Define a constant instead of duplicating this literal ""LABOR"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-order,pos-order/src/main/java/com/positivity/order/internal/service/ReturnOrderServiceImpl.java,111,10min,"Define a constant instead of duplicating this literal ""system"" 4 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-order,pos-order/src/main/java/com/positivity/order/internal/service/SalesOrderServiceImpl.java,142,12min,"Define a constant instead of duplicating this literal ""system"" 5 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-order,pos-order/src/main/java/com/positivity/order/internal/service/SalesOrderServiceImpl.java,444,8min,"Define a constant instead of duplicating this literal ""ON_ACCOUNT"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-order,pos-order/src/main/java/com/positivity/order/internal/service/SupplierOrderResultListener.java,122,10min,"Define a constant instead of duplicating this literal ""payload"" 4 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-order,pos-order/src/main/java/com/positivity/order/internal/service/WorkorderEventsListener.java,132,8min,"Define a constant instead of duplicating this literal ""description"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-order,pos-order/src/main/java/com/positivity/order/internal/service/WorkorderEventsListener.java,133,8min,"Define a constant instead of duplicating this literal ""quantity"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-order,pos-order/src/main/java/com/positivity/order/internal/service/WorkorderEventsListener.java,134,8min,"Define a constant instead of duplicating this literal ""unitPrice"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-order,pos-order/src/main/java/com/positivity/order/internal/service/WorkorderEventsListener.java,135,8min,"Define a constant instead of duplicating this literal ""lineTotal"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-people-contact,pos-people-contact/src/main/java/com/positivity/peoplecontact/internal/config/PeopleContactCommandListener.java,123,8min,"Define a constant instead of duplicating this literal ""eventId"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-people,pos-people/src/main/java/com/positivity/people/internal/service/LocationEventsListener.java,68,4min,Use already-defined constant 'OWNER' instead of duplicating its value here.,fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-people,pos-people/src/main/java/com/positivity/people/internal/service/PeopleContactEventsListener.java,78,4min,Use already-defined constant 'OWNER' instead of duplicating its value here.,fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-people,pos-people/src/main/java/com/positivity/people/internal/service/PeopleContactEventsListener.java,137,10min,"Define a constant instead of duplicating this literal ""payload"" 4 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-people,pos-people/src/main/java/com/positivity/people/internal/service/TimeEntryServiceImpl.java,112,10min,"Define a constant instead of duplicating this literal ""system"" 4 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-people,pos-people/src/main/java/com/positivity/people/internal/service/TimekeepingApprovalServiceImpl.java,73,10min,"Define a constant instead of duplicating this literal ""TimePeriod not found: "" 4 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-people,pos-people/src/main/java/com/positivity/people/internal/service/TimekeepingIngestionServiceImpl.java,43,8min,"Define a constant instead of duplicating this literal ""shopmgr"" 3 times.",fixed (PR #1495)
MAINTAINABILITY,HIGH,java:S1192,pos-people,pos-people/src/main/java/com/positivity/people/internal/service/WorkSessionServiceImpl.java,118,8min,"Define a constant instead of duplicating this literal ""sessionId must not be null"" 3 times.",fixed (PR #1495)
